year,pred64,pred85,pred105,pred125,temperature
2264,11.82786484,4.905236299,3.02260278,2.207802388,4.644916507
2265,12.01433,4.963814666,3.052244217,2.226380681,4.49609837
2266,12.20373157,5.02308626,3.082169302,2.245108197,4.818350695
2267,12.39611577,5.083059285,3.112380749,2.263986133,4.685367461
2268,12.59152958,5.143742042,3.142881298,2.283015699,4.773432036
2269,12.79002071,5.20514293,3.173673717,2.302198111,4.636502139
2270,12.99163763,5.267270447,3.204760798,2.321534599,4.654492597
2271,13.19642955,5.330133192,3.23614536,2.341026399,4.755346357
2272,13.40444647,5.393739866,3.267830251,2.360674758,4.848874908
2273,13.61573918,5.458099273,3.299818344,2.380480935,4.808292274
2274,13.83035927,5.523220322,3.332112542,2.400446197,4.701156756
2275,14.04835913,5.589112024,3.364715772,2.420571822,4.786314243
2276,14.26979199,5.655783501,3.397630992,2.440859097,4.829187786
2277,14.49471191,5.723243981,3.430861189,2.461309321,4.783182969
2278,14.7231738,5.7915028,3.464409375,2.481923804,4.918974301
2279,14.95523345,5.860569406,3.498278594,2.502703863,4.962623648
2280,15.1909475,5.93045336,3.532471918,2.52365083,4.81975206
2281,15.43037351,6.001164332,3.566992448,2.544766045,4.987032906
2282,15.67356993,6.072712111,3.601843316,2.566050859,4.779495081
2283,15.92059614,6.1451066,3.637027682,2.587506634,4.819501213
2284,16.17151244,6.218357818,3.672548738,2.609134744,5.065727552
2285,16.4263801,6.292475905,3.708409707,2.630936573,4.873471738
2286,16.68526134,6.367471118,3.744613839,2.652913516,4.878170718
2287,16.94821937,6.443353838,3.78116442,2.675066979,5.051046593
2288,17.21531838,6.520134569,3.818064765,2.697398381,5.129986825
2289,17.48662359,6.597823936,3.855318221,2.719909151,5.071368928
2290,17.76220124,6.676432694,3.892928166,2.74260073,4.762148925
2291,18.04211861,6.755971722,3.930898012,2.765474569,5.103389643
2292,18.32644403,6.836452029,3.969231203,2.788532132,5.073636891
2293,18.61524692,6.917884755,4.007931216,2.811774896,5.091805661
2294,18.9085978,7.000281171,4.047001562,2.835204348,5.109534853
2295,19.20656828,7.083652681,4.086445783,2.858821987,4.919530742
2296,19.50923112,7.168010824,4.126267459,2.882629325,5.084739533
2297,19.8166602,7.253367277,4.1664702,2.906627886,5.189863075
2298,20.12893058,7.339733854,4.207057653,2.930819205,5.004875794
2299,20.44611851,7.427122509,4.2480335,2.955204831,4.969934693
2300,20.76830142,7.515545337,4.289401458,2.979786324,5.126233697
2301,21.09555797,7.605014577,4.331165278,3.004565258,5.156204382
2302,21.42796807,7.695542612,4.373328749,3.029543218,5.133333592
2303,21.76561286,7.787141973,4.415895695,3.054721804,5.152898632
2304,22.10857478,7.879825337,4.458869977,3.080102626,5.189511921
2305,22.45693757,7.973605533,4.502255493,3.105687309,5.260583841
2306,22.81078627,8.06849554,4.546056178,3.131477491,5.127797673
2307,23.17020728,8.164508494,4.590276006,3.157474821,5.226256125
2308,23.53528835,8.261657682,4.634918986,3.183680964,5.321999982
2309,23.90611861,8.359956551,4.679989169,3.210097597,5.272433939
2310,24.28278859,8.459418708,4.725490642,3.236726411,5.329458418
2311,24.66539026,8.560057917,4.771427533,3.26356911,5.260420683
2312,25.05401703,8.661888109,4.817804008,3.290627411,5.228568487
2313,25.44876379,8.764923378,4.864624273,3.317903048,5.141699037
2314,25.8497269,8.869177986,4.911892576,3.345397764,5.363520679
2315,26.25700426,8.974666361,4.959613204,3.37311332,5.356894712
2316,26.67069531,9.081403105,5.007790485,3.40105149,5.449044281
2317,27.09090104,9.189402991,5.056428789,3.429214062,5.35899559
2318,27.51772405,9.298680967,5.105532528,3.457602838,5.583593319
2319,27.95126854,9.409252159,5.155106155,3.486219635,5.497609715
2320,28.39164037,9.521131871,5.205154168,3.515066285,5.477292885
2321,28.83894704,9.634335587,5.255681106,3.544144633,5.374591411
2322,29.29329777,9.748878977,5.306691551,3.573456541,5.455280369
2323,29.75480348,9.864777894,5.35819013,3.603003885,5.372983941
2324,30.22357685,9.98204838,5.410181516,3.632788556,5.46962783
2325,30.69973233,10.10070667,5.462670422,3.66281246,5.563270573
2326,31.18338616,10.22076918,5.515661611,3.693077518,5.679154251
2327,31.67465643,10.34225253,5.569159889,3.723585668,5.55125924
2328,32.17366308,10.46517354,5.623170109,3.754338862,5.722765045
2329,32.68052795,10.58954921,5.677697168,3.785339068,5.757557955
2330,33.19537477,10.71539678,5.732746014,3.81658827,5.711898619
2331,33.71832926,10.84273364,5.788321639,3.848088469,5.634735073
2332,34.24951908,10.97157743,5.844429084,3.87984168,5.740887594
2333,34.78907392,11.10194599,5.901073438,3.911849936,5.500629367
2334,35.33712551,11.23385735,5.958259839,3.944115284,5.689723725
2335,35.89380766,11.36732977,6.015993475,3.976639791,5.626561643
2336,36.45925628,11.50238173,6.074279581,4.009425537,5.567879219
2337,37.03360941,11.63903191,6.133123445,4.042474621,5.802722801
2338,37.6170073,11.77729925,6.192530404,4.075789158,5.762678145
2339,38.20959236,11.91720286,6.252505846,4.109371281,5.687166618
2340,38.81150928,12.05876212,6.313055211,4.143223138,5.767391301
2341,39.42290501,12.20199661,6.374183992,4.177346896,5.70183427
2342,40.04392883,12.34692617,6.435897733,4.211744738,5.619216464
2343,40.67473234,12.49357085,6.498202031,4.246418868,5.886783869
2344,41.31546957,12.64195095,6.561102538,4.281371503,5.797377756
2345,41.96629694,12.79208701,6.624604959,4.31660488,5.711852125
2346,42.62737335,12.9439998,6.688715055,4.352121255,5.786341713
2347,43.2988602,13.09771036,6.753438639,4.3879229,5.936712038
2348,43.98092142,13.25323996,6.818781584,4.424012108,5.866080056
2349,44.67372355,13.41061013,6.884749814,4.460391187,6.062520217
2350,45.37743573,13.56984264,6.951349315,4.497062465,5.909160097
2351,46.09222976,13.73095953,7.018586127,4.534028291,6.084866563
2352,46.81828015,13.89398312,7.086466349,4.571291029,5.99461524
2353,47.55576418,14.05893595,7.154996137,4.608853065,5.898838536
2354,48.30486189,14.22584087,7.224181707,4.646716803,5.830159507
2355,49.06575617,14.39472097,7.294029336,4.684884665,5.950982421
2356,49.8386328,14.56559963,7.364545357,4.723359094,6.130557147
2357,50.62368046,14.7385005,7.435736168,4.762142554,6.052155357
2358,51.42109082,14.9134475,7.507608226,4.801237525,6.027397546
2359,52.23105857,15.09046486,7.580168049,4.840646511,5.955388631
2360,53.05378145,15.26957708,7.65342222,4.880372033,6.255609091
2361,53.88946034,15.45080895,7.727377382,4.920416634,6.026457026
2362,54.73829925,15.63418554,7.802040243,4.960782877,6.194533663
2363,55.60050543,15.81973225,7.877417576,5.001473344,6.202583574
2364,56.47628938,16.00747475,7.953516218,5.042490641,6.173852362
2365,57.36586492,16.19743903,8.030343071,5.083837393,6.285743779
2366,58.26944924,16.38965138,8.107905104,5.125516245,6.109753736
2367,59.18726294,16.58413841,8.186209351,5.167529865,6.321629396
2368,60.1195301,16.78092703,8.265262915,5.209880942,6.320817091
2369,61.06647834,16.98004449,8.345072968,5.252572187,6.24598455
2370,62.02833884,17.18151834,8.425646747,5.295606331,6.522111523
2371,63.00534644,17.38537646,8.506991561,5.338986129,6.258468231
2372,63.99773967,17.59164708,8.589114789,5.382714358,6.234627943
2373,65.00576082,17.80035875,8.672023878,5.426793815,6.306316986
2374,66.02965599,18.01154034,8.75572635,5.471227323,6.150301896
2375,67.06967516,18.2252211,8.840229797,5.516017724,6.195080348
2376,68.12607226,18.44143059,8.925541883,5.561167885,6.237288909
2377,69.19910518,18.66019875,9.011670346,5.606680696,6.354697358
2378,70.28903592,18.88155585,9.098622999,5.652559071,6.256955797
2379,71.39613057,19.10553253,9.186407729,5.698805944,6.327610221
2380,72.52065942,19.33215979,9.275032497,5.745424276,6.385986159
2381,73.66289703,19.561469,9.364505343,5.79241705,6.512080634
2382,74.82312226,19.79349189,9.454834381,5.839787275,6.442390562
2383,76.00161838,20.02826059,9.546027806,5.887537981,6.502921401
2384,77.19867311,20.26580758,9.638093889,5.935672225,6.330577126
2385,78.41457871,20.50616575,9.73104098,5.984193087,6.365549076
2386,79.64963204,20.74936836,9.82487751,6.033103673,6.442653733
2387,80.90413463,20.99544907,9.919611991,6.082407113,6.452813263
2388,82.17839276,21.24444195,10.01525301,6.132106562,6.488105079
2389,83.47271754,21.49638145,10.11180926,6.182205202,6.616053972
2390,84.78742496,21.75130246,10.20928947,6.232706238,6.6871033
2391,86.12283602,22.00924024,10.30770251,6.283612903,6.585221943
2392,87.47927674,22.27023051,10.40705729,6.334928455,6.569598412
2393,88.85707829,22.53430938,10.50736283,6.386656177,6.585793281
2394,90.25657706,22.80151341,10.60862822,6.438799381,6.540384289
2395,91.67811473,23.07187958,10.71086265,6.491361404,6.710826185
2396,93.12203836,23.34544532,10.81407539,6.544345609,6.619584718
2397,94.58870047,23.62224848,10.91827581,6.597755388,6.7271637
2398,96.07845916,23.90232738,11.02347335,6.651594159,6.47276761
2399,97.59167813,24.18572078,11.12967756,6.705865367,6.620846631
2400,99.12872683,24.47246791,11.23689807,6.760572486,6.805807093
2401,100.6899805,24.76260847,11.34514461,6.815719018,6.633136879
2402,102.2758204,25.05618259,11.45442699,6.871308491,6.822498063
2403,103.8866336,25.35323093,11.56475513,6.927344464,6.575228267
2404,105.5228134,25.65379459,11.67613903,6.983830523,6.681331334
2405,107.1847593,25.95791518,11.78858879,7.040770282,6.725979343
2406,108.8728771,26.26563479,11.90211463,7.098167386,6.642540196
2407,110.5875788,26.576996,12.01672682,7.156025509,6.825631342
2408,112.3292832,26.89204192,12.13243578,7.214348353,6.766657496
2409,114.0984154,27.21081615,12.24925199,7.273139652,6.782273319
2410,115.8954074,27.53336282,12.36718605,7.332403167,6.824420319
2411,117.7206979,27.85972656,12.48624866,7.392142691,6.980287778
2412,119.5747325,28.18995254,12.60645061,7.452362049,7.078057597
2413,121.457964,28.52408649,12.72780281,7.513065093,6.872862871
2414,123.370852,28.86217463,12.85031627,7.57425571,6.906315438
2415,125.3138636,29.20426377,12.9740021,7.635937815,6.904339429
2416,127.2874732,29.55040126,13.09887152,7.698115356,7.007704671
2417,129.2921626,29.900635,13.22493584,7.760792312,7.052563946
2418,131.3284213,30.25501347,13.35220652,7.823972695,7.325503113
2419,133.3967464,30.61358572,13.48069509,7.887660548,6.916379235
2420,135.4976429,30.97640138,13.6104132,7.951859947,6.762685095
2421,137.6316237,31.34351066,13.74137263,8.016575002,6.905744855
2422,139.7992098,31.71496438,13.87358525,8.081809853,6.977820406
2423,142.0009304,32.09081396,14.00706305,8.147568676,7.189204311
2424,144.2373231,32.47111141,14.14181814,8.21385568,7.124683392
2425,146.5089338,32.85590936,14.27786275,8.280675106,7.107847149
2426,148.8163172,33.24526109,14.4152092,8.348031232,7.033754893
2427,151.1600366,33.63922047,14.55386997,8.415928368,7.246139633
2428,153.5406642,34.03784204,14.69385762,8.48437086,7.013076739
2429,155.9587812,34.44118098,14.83518486,8.553363088,7.09687733
2430,158.414978,34.84929309,14.9778645,8.622909467,7.41103221
2431,160.9098543,35.26223489,15.12190949,8.693014448,7.10574027
2432,163.4440192,35.68006351,15.26733288,8.763682519,7.112011587
2433,166.0180914,36.10283679,15.41414788,8.834918202,7.187454196
2434,168.6326993,36.53061324,15.5623678,8.906726056,7.228556281
2435,171.2884813,36.96345208,15.71200607,8.979110676,7.160878988
2436,173.9860858,37.40141322,15.86307628,9.052076696,7.164223645
2437,176.7261714,37.84455726,16.01559213,9.125628786,7.192145199
2438,179.509407,38.29294556,16.16956745,9.199771652,7.510160132
2439,182.3364723,38.74664016,16.32501621,9.27451004,7.269564654
2440,185.2080573,39.20570387,16.4819525,9.349848733,7.48125682
2441,188.1248632,39.67020022,16.64039056,9.425792553,7.552016079
2442,191.0876021,40.1401935,16.80034477,9.50234636,7.40772144
2443,194.0969974,40.61574878,16.96182962,9.579515054,7.371530015
2444,197.1537837,41.09693185,17.12485978,9.657303573,7.400928902
2445,200.2587074,41.58380934,17.28945002,9.735716897,7.40696098
2446,203.4125266,42.07644863,17.45561527,9.814760043,7.488517136
2447,206.6160112,42.57491789,17.62337061,9.89443807,7.422557766
2448,209.8699433,43.07928614,17.79273125,9.974756078,7.496489266
2449,213.1751174,43.58962317,17.96371256,10.05571921,7.333210935
2450,216.5323405,44.10599962,18.13633004,10.13733264,7.303449833
2451,219.942432,44.62848696,18.31059935,10.2196016,7.505481151
2452,223.4062248,45.15715751,18.48653629,10.30253135,7.600846821
2453,226.9245643,45.69208445,18.66415683,10.38612719,7.579699466
2454,230.4983096,46.23334181,18.84347707,10.47039449,7.461384671
2455,234.1283332,46.78100451,19.02451328,10.55533863,7.331670212
2456,237.8155213,47.33514835,19.20728189,10.64096505,7.418036059
2457,241.5607743,47.89585003,19.39179946,10.72727923,7.399594901
2458,245.3650063,48.46318715,19.57808274,10.81428668,7.743758525
2459,249.2291464,49.03723825,19.76614862,10.901993,7.660683186
2460,253.1541377,49.61808277,19.95601416,10.99040377,7.606582888
2461,257.1409387,50.20580111,20.14769658,11.07952467,7.524612069
2462,261.1905227,50.80047461,20.34121326,11.16936139,7.61604338
2463,265.3038783,51.40218559,20.53658177,11.25991969,7.680583279
2464,269.4820098,52.01101733,20.73381982,11.35120537,7.589655303
2465,273.7259374,52.62705409,20.9329453,11.44322426,7.803947417
2466,278.0366971,53.25038115,21.13397627,11.53598225,7.640808821
2467,282.4153414,53.88108477,21.33693097,11.62948528,7.669604606
2468,286.8629393,54.51925225,21.54182781,11.72373933,7.849675317
2469,291.3805766,55.16497192,21.74868536,11.81875045,7.732426469
2470,295.9693564,55.81833316,21.9575224,11.9145247,7.643979461
2471,300.630399,56.47942639,22.16835787,12.01106821,7.825613092
2472,305.3648423,57.14834313,22.38121088,12.10838717,7.747508935
2473,310.1738423,57.82517594,22.59610075,12.20648781,7.802014963
2474,315.0585729,58.51001851,22.81304696,12.3053764,7.739762191
2475,320.0202269,59.20296564,23.0320692,12.40505927,7.876943216
2476,325.0600156,59.90411323,23.25318733,12.5055428,7.658340466
2477,330.1791694,60.61355833,23.47642141,12.60683343,7.708854528
2478,335.3789381,61.33139913,23.70179168,12.70893763,8.037231547
2479,340.6605913,62.05773499,23.92931859,12.81186194,7.983559661
2480,346.0254184,62.79266644,24.15902277,12.91561294,7.922934681
2481,351.4747293,63.53629521,24.39092507,13.02019728,7.976154545
2482,357.0098543,64.28872421,24.6250465,13.12562166,7.935406977
2483,362.6321448,65.05005759,24.86140832,13.23189281,8.124331471
2484,368.3429735,65.82040074,25.10003195,13.33901754,7.990705399
2485,374.1437347,66.59986026,25.34093905,13.4470027,7.988830833
2486,380.0358446,67.38854405,25.58415146,13.55585521,8.13819302
2487,386.0207418,68.18656127,25.82969125,13.66558204,8.147375411
2488,392.0998873,68.99402236,26.07758068,13.7761902,8.049716535
2489,398.2747655,69.8110391,26.32784224,13.88768677,8.141814288
2490,404.5468838,70.63772457,26.58049862,14.00007889,8.075256258
2491,410.9177736,71.47419318,26.83557276,14.11337376,8.142125327
2492,417.3889904,72.32056071,27.09308778,14.22757862,8.053836744
2493,423.962114,73.17694431,27.35306703,14.34270078,8.162963276
2494,430.6387492,74.04346251,27.61553411,14.45874762,8.093040608
2495,437.4205261,74.92023525,27.88051282,14.57572655,8.150979046
2496,444.3091005,75.80738387,28.14802718,14.69364507,8.138821841
2497,451.3061541,76.70503117,28.41810148,14.81251072,8.419640295
2498,458.4133953,77.6133014,28.69076019,14.9323311,8.226959903
2499,465.6325593,78.53232026,28.96602807,15.0531139,8.192043995
2500,472.9654085,79.46221495,29.24393006,15.17486683,8.360567458
2501,480.4137333,80.40311419,29.52449138,15.2975977,8.254907654
2502,487.9793522,81.3551482,29.80773748,15.42131434,8.298130227
2503,495.6641122,82.31844876,30.09369405,15.5460247,8.226330087
2504,503.4698896,83.29314919,30.38238703,15.67173673,8.307689587
2505,511.3985901,84.2793844,30.67384259,15.79845849,8.546728116
2506,519.4521495,85.2772909,30.96808719,15.9261981,8.343371453
2507,527.6325339,86.28700681,31.2651475,16.05496372,8.213501266
2508,535.9417407,87.30867187,31.56505047,16.1847636,8.580821999
2509,544.3817985,88.34242751,31.8678233,16.31560604,8.608551942
2510,552.9547678,89.38841681,32.17349346,16.44749942,8.354762671
2511,561.6627417,90.44678453,32.48208867,16.58045217,8.296739814
2512,570.5078463,91.51767716,32.79363692,16.71447282,8.444283448
2513,579.492241,92.60124294,33.10816647,16.84956993,8.394828066
2514,588.6181193,93.69763183,33.42570585,16.98575215,8.493975559
2515,597.8877093,94.80699558,33.74628386,17.1230282,8.487460103
2516,607.3032742,95.92948775,34.06992959,17.26140686,8.638190764
2517,616.8671125,97.0652637,34.39667237,17.40089699,8.50875254
2518,626.5815595,98.21448062,34.72654186,17.54150752,8.507559202
2519,636.4489867,99.37729759,35.05956797,17.68324744,8.607816237
2520,646.4718032,100.5538755,35.39578091,17.82612583,8.620323044
2521,656.6524562,101.7443773,35.73521117,17.97015184,8.56463798
2522,666.9934311,102.9489677,36.07788954,18.11533467,8.853976241
2523,677.4972527,104.1678135,36.42384711,18.26168362,8.527158403
2524,688.1664854,105.4010833,36.77311525,18.40920806,8.517050736
2525,699.003734,106.6489478,37.12572565,18.55791743,8.496521913
2526,710.0116445,107.9115798,37.48171028,18.70782124,8.520635049
2527,721.1929044,109.189154,37.84110144,18.8589291,8.567950609
2528,732.5502435,110.4818473,38.20393172,19.01125067,8.619738092
2529,744.0864346,111.7898385,38.57023403,19.16479569,8.720063086
2530,755.8042944,113.1133087,38.94004161,19.31957401,8.689467051
2531,767.7066835,114.4524411,39.31338798,19.47559551,8.776831872
2532,779.7965081,115.8074211,39.69030702,19.63287019,8.583016655
2533,792.0767196,117.1784361,40.07083292,19.79140812,8.526800951
2534,804.5503164,118.565676,40.45500018,19.95121944,8.687649544
2535,817.2203437,119.9693327,40.84284366,20.11231438,8.822119054
2536,830.0898949,121.3896006,41.23439852,20.27470324,8.828764111
2537,843.1621121,122.8266761,41.6297003,20.43839643,8.811212127
2538,856.4401867,124.2807583,42.02878484,20.60340441,8.905513802
2539,869.9273606,125.7520483,42.43168834,20.76973775,8.913671633
2540,883.6269266,127.2407499,42.83844735,20.93740709,8.763623726
2541,897.5422293,128.747069,43.24909876,21.10642317,8.774441268
2542,911.6766662,130.2712142,43.66367982,21.27679681,8.732317626
2543,926.033688,131.8133964,44.08222813,21.44853889,8.907495948
2544,940.6168001,133.3738291,44.50478166,21.62166043,9.019611842
2545,955.4295627,134.9527282,44.93137873,21.79617249,8.993649539
2546,970.4755924,136.5503123,45.36205804,21.97208624,8.970048971
2547,985.7585627,138.1668024,45.79685865,22.14941295,9.033930716
2548,1001.282205,139.8024225,46.23582,22.32816397,9.106996006
2549,1017.050308,141.4573987,46.67898191,22.50835073,9.057659319
2550,1033.066724,143.1319603,47.12638457,22.68998476,8.888403542
2551,1049.335361,144.8263389,47.57806856,22.87307769,8.964254527
2552,1065.860192,146.5407691,48.03407485,23.05764124,9.040124105
2553,1082.645251,148.2754881,48.4944448,23.24368722,9.004474572
2554,1099.694636,150.0307362,48.95922018,23.43122754,9.007805201
2555,1117.01251,151.8067562,49.42844313,23.6202742,8.977444877
2556,1134.603101,153.6037939,49.90215623,23.8108393,9.094799583
2557,1152.470703,155.4220981,50.38040242,24.00293503,9.088737435
2558,1170.61968,157.2619204,50.8632251,24.19657369,8.975038659
2559,1189.054461,159.1235155,51.35066806,24.39176768,9.379697069
2560,1207.779547,161.0071411,51.84277551,24.58852948,9.229590394
2561,1226.799511,162.9130579,52.33959209,24.78687168,9.160249851
2562,1246.118995,164.8415296,52.84116285,24.98680699,9.417518963
2563,1265.742718,166.7928232,53.3475333,25.1883482,9.361714344
2564,1285.675468,168.7672088,53.85874936,25.3915082,9.195900054
2565,1305.922114,170.7649596,54.37485741,25.5963,9.243414585
2566,1326.487599,172.7863521,54.89590424,25.8027367,9.279323554
2567,1347.376942,174.8316662,55.42193714,26.01083153,9.29824444
2568,1368.595245,176.9011849,55.95300381,26.22059779,9.228143609
2569,1390.147688,178.9951947,56.48915241,26.4320489,9.157227845
2570,1412.039532,181.1139854,57.03043159,26.64519842,9.245701667
2571,1434.276122,183.2578502,57.57689043,26.86005996,9.263454314
2572,1456.862888,185.4270859,58.1285785,27.0766473,9.350103838
2573,1479.805344,187.6219927,58.68554584,27.29497428,9.321207774
2574,1503.10909,189.8428745,59.24784297,27.51505488,9.361111754
2575,1526.779818,192.0900385,59.8155209,27.73690319,9.283489822
2576,1550.823305,194.363796,60.38863111,27.9605334,9.525746347
2577,1575.245421,196.6644614,60.96722559,28.18595983,9.500499987
2578,1600.052131,198.9923534,61.55135681,28.41319691,9.350672724
2579,1625.249489,201.3477941,62.14107776,28.64225917,9.389737408
2580,1650.843648,203.7311095,62.73644194,28.87316128,9.187514424
2581,1676.840856,206.1426295,63.33750333,29.10591802,9.404477391
2582,1703.24746,208.5826878,63.94431647,29.34054428,9.440164041
2583,1730.069908,211.0516223,64.55693638,29.57705507,9.669647736
2584,1757.314748,213.5497745,65.17541865,29.81546554,9.804643164
2585,1784.988632,216.0774904,65.79981935,30.05579095,9.672246354
2586,1813.098316,218.6351197,66.43019514,30.29804666,9.646451072
2587,1841.650664,221.2230164,67.06660319,30.5422482,9.550668834
2588,1870.652645,223.8415388,67.70910122,30.78841119,9.428999725
2589,1900.111341,226.4910493,68.35774751,31.03655137,9.557722701
2590,1930.033944,229.1719146,69.0126009,31.28668464,9.453116377
2591,1960.42776,231.8845057,69.67372077,31.538827,9.698456544
2592,1991.300208,234.6291981,70.34116711,31.79299459,9.633628616
2593,2022.658827,237.4063717,71.01500044,32.04920368,9.682058861
2594,2054.511272,240.2164108,71.69528189,32.30747066,9.606065419
2595,2086.86532,243.0597045,72.38207316,32.56781206,9.520589221
2596,2119.728871,245.9366463,73.07543654,32.83024455,9.945649086
2597,2153.109947,248.8476342,73.77543493,33.09478492,9.760988672
2598,2187.016698,251.7930714,74.48213182,33.36145009,9.694936404
2599,2221.457403,254.7733654,75.19559131,33.63025715,9.868846916
2600,2256.44047,257.7889287,75.91587811,33.90122328,9.898012958
,,,,,
CSIRO Adjusted Sea Level,,,,,
0,0.01,,,,
0.220472441,,,,,
-0.440944881,,,,,
-0.232283464,,,,,
0.590551181,,,,,
0.531496062,,,,,
0.437007874,,,,,
0.216535433,,,,,
0.299212598,,,,,
0.362204724,,,,,
0.440944881,,,,,
0.374015748,,,,,
0.499999999,,,,,
0.685039369,,,,,
0.303149606,,,,,
0.767716535,,,,,
0.468503937,,,,,
0.673228346,,,,,
1.043307086,,,,,
1.338582676,,,,,
1.125984251,,,,,
1.110236219,,,,,
1.291338581,,,,,
1.606299211,,,,,
1.2007874,,,,,
0.984251968,,,,,
1.251968503,,,,,
1.196850392,,,,,
1.098425196,,,,,
1.27559055,,,,,
1.271653542,,,,,
1.598425195,,,,,
1.476377951,,,,,
1.547244093,,,,,
1.795275589,,,,,
2.10629921,,,,,
2.031496061,,,,,
1.854330707,,,,,
1.791338581,,,,,
1.854330707,,,,,
1.905511809,,,,,
1.988188974,,,,,
1.952755904,,,,,
1.999999998,,,,,
1.712598423,,,,,
1.791338581,,,,,
2.047244092,,,,,
2.003937006,,,,,
1.850393699,,,,,
1.905511809,,,,,
2.062992124,,,,,
2.047244092,,,,,
2.271653541,,,,,
2.440944879,,,,,
2.228346454,,,,,
2.448818895,,,,,
2.295275588,,,,,
2.519685037,,,,,
2.622047241,,,,,
2.826771651,,,,,
2.618110234,,,,,
3.098425194,,,,,
3.098425194,,,,,
3.098425194,,,,,
2.84645669,,,,,
2.95669291,,,,,
3.251968501,,,,,
3.374015745,,,,,
3.562992122,,,,,
3.51181102,,,,,
3.598425193,,,,,
3.972440941,,,,,
3.870078736,,,,,
4.043307082,,,,,
3.929133854,,,,,
3.964566925,,,,,
3.763779524,,,,,
4.291338578,,,,,
4.346456688,,,,,
4.358267712,,,,,
4.503937003,,,,,
4.748031491,,,,,
4.543307082,,,,,
4.480314956,,,,,
4.169291334,,,,,
4.610236216,,,,,
4.397637791,,,,,
4.452755901,,,,,
4.484251964,,,,,
4.751968499,,,,,
4.67716535,,,,,
4.881889759,,,,,
5.240157475,,,,,
5.003937003,,,,,
5.472440939,,,,,
5.409448813,,,,,
5.370078735,,,,,
5.303149601,,,,,
5.555118105,,,,,
5.362204719,,,,,
5.598425191,,,,,
6.086614167,,,,,
5.858267711,,,,,
6.188976372,,,,,
6.153543301,,,,,
5.74803149,,,,,
5.771653537,,,,,
5.795275585,,,,,
5.980314955,,,,,
6.157480309,,,,,
6.232283458,,,,,
6.334645663,,,,,
6.35826771,,,,,
6.291338576,,,,,
6.499999993,,,,,
6.618110229,,,,,
6.787401568,,,,,
7.066929127,,,,,
6.665354324,,,,,
7.011811016,,,,,
7.062992119,,,,,
7.287401567,,,,,
7.381889756,,,,,
7.759842512,,,,,
7.740157472,,,,,
7.74409448,,,,,
7.917322827,,,,,
7.996062984,,,,,
8.350393692,,,,,
8.586614164,,,,,
8.901574794,,,,,
8.96456692,,,,,
9.326771644,,,,,
8.980314951,,,,,